device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Galaxy-S9-W,com-whatsapp,0,3758.0,-422.24451310462393,1.5877507647340001,1.5892131556446734,0.0015867948802471767
