device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Nokia-6-W,org-telegram-messenger,0,4299.0,-260217.7832589054,1121.130303204093,1120.9382136079996,1.1186762502300345
