repetition_no,start_time,provider,kind,size,execution_duration,end_time
7,16-10-2023 09:20:03 UTC,WhatsApp,file,2,86,16-10-2023 09:23:30 UTC
7,16-10-2023 09:23:30 UTC,WhatsApp,image,2,91,16-10-2023 09:27:01 UTC
7,16-10-2023 09:27:01 UTC,WhatsApp,text,2,89,16-10-2023 09:30:31 UTC
7,16-10-2023 09:30:31 UTC,WhatsApp,video,2,91,16-10-2023 09:34:02 UTC
7,16-10-2023 09:34:02 UTC,WhatsApp,audio,2,93,16-10-2023 09:37:36 UTC
