datetime,cpu,mem
Sun Oct 15 13:04:29 UTC 2023,2.8,96027
Sun Oct 15 13:04:30 UTC 2023,2.8,86870
Sun Oct 15 13:04:31 UTC 2023,2.8,87973
Sun Oct 15 13:04:32 UTC 2023,2.8,88877
Sun Oct 15 13:04:34 UTC 2023,2.8,89066
Sun Oct 15 13:04:35 UTC 2023,2.8,89078
Sun Oct 15 13:04:36 UTC 2023,2.8,88950
Sun Oct 15 13:04:37 UTC 2023,2.8,92667
Sun Oct 15 13:04:38 UTC 2023,2.8,97247
Sun Oct 15 13:04:38 UTC 2023,2.8,88966
Sun Oct 15 13:04:39 UTC 2023,2.8,89234
Sun Oct 15 13:04:40 UTC 2023,2.8,89643
Sun Oct 15 13:04:41 UTC 2023,2.8,89413
Sun Oct 15 13:04:42 UTC 2023,2.8,89583
Sun Oct 15 13:04:42 UTC 2023,2.8,89751
Sun Oct 15 13:04:43 UTC 2023,2.8,89953
Sun Oct 15 13:04:44 UTC 2023,2.8,89973
Sun Oct 15 13:04:45 UTC 2023,2.8,90231
Sun Oct 15 13:04:47 UTC 2023,2.8,90251
Sun Oct 15 13:04:48 UTC 2023,2.8,91755
Sun Oct 15 13:04:48 UTC 2023,2.8,91606
Sun Oct 15 13:04:49 UTC 2023,2.8,91831
Sun Oct 15 13:04:50 UTC 2023,2.8,91894
Sun Oct 15 13:04:51 UTC 2023,2.8,91878
Sun Oct 15 13:04:52 UTC 2023,2.8,91754
Sun Oct 15 13:04:53 UTC 2023,2.8,92046
Sun Oct 15 13:04:53 UTC 2023,2.8,90942
Sun Oct 15 13:04:54 UTC 2023,2.8,90694
Sun Oct 15 13:04:55 UTC 2023,2.8,90789
Sun Oct 15 13:04:56 UTC 2023,2.8,91161
Sun Oct 15 13:04:57 UTC 2023,2.8,91149
Sun Oct 15 13:04:57 UTC 2023,2.8,91057
Sun Oct 15 13:04:58 UTC 2023,2.8,91577
Sun Oct 15 13:05:00 UTC 2023,2.8,91185
Sun Oct 15 13:05:00 UTC 2023,2.8,91433
Sun Oct 15 13:05:01 UTC 2023,2.8,91413
Sun Oct 15 13:05:02 UTC 2023,2.8,91261
Sun Oct 15 13:05:03 UTC 2023,2.8,91437
Sun Oct 15 13:05:04 UTC 2023,2.8,91781
Sun Oct 15 13:05:05 UTC 2023,2.8,91797
Sun Oct 15 13:05:06 UTC 2023,2.8,91817
Sun Oct 15 13:05:07 UTC 2023,2.8,91676
Sun Oct 15 13:05:07 UTC 2023,2.8,91920
