device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Nokia-6-W,org-telegram-messenger,0,4221.0,-257108.26912653743,1086.2324336275335,1087.4809451992878,1.0852540039831144
