repetition_no,start_time,provider,kind,size,execution_duration,end_time
3,13-10-2023 09:42:27 UTC,Telegram,audio,0,87,13-10-2023 09:45:55 UTC
3,13-10-2023 09:45:55 UTC,Telegram,video,0,83,13-10-2023 09:49:18 UTC
3,13-10-2023 09:49:18 UTC,Telegram,image,0,85,13-10-2023 09:52:43 UTC
3,13-10-2023 09:52:43 UTC,Telegram,text,0,83,13-10-2023 09:56:07 UTC
3,13-10-2023 09:56:07 UTC,Telegram,file,0,82,13-10-2023 09:59:29 UTC
