repetition_no,start_time,provider,kind,size,execution_duration,end_time
6,14-10-2023 02:12:37 UTC,Messenger,video,0,41,14-10-2023 02:15:19 UTC
6,14-10-2023 02:15:19 UTC,Messenger,file,0,64,14-10-2023 02:18:23 UTC
6,14-10-2023 02:18:23 UTC,Messenger,image,0,67,14-10-2023 02:21:31 UTC
6,14-10-2023 02:21:31 UTC,Messenger,audio,0,97,14-10-2023 02:25:09 UTC
6,14-10-2023 02:25:09 UTC,Messenger,text,0,83,14-10-2023 02:28:33 UTC
