repetition_no,start_time,provider,kind,size,execution_duration,end_time
3,10-10-2023 10:52:20 UTC,WhatsApp,image,0,68,10-10-2023 10:55:28 UTC
3,10-10-2023 10:55:28 UTC,WhatsApp,file,0,65,10-10-2023 10:58:33 UTC
3,10-10-2023 10:58:33 UTC,WhatsApp,text,0,67,10-10-2023 11:01:41 UTC
3,10-10-2023 11:01:41 UTC,WhatsApp,audio,0,65,10-10-2023 11:04:46 UTC
3,10-10-2023 11:04:46 UTC,WhatsApp,video,0,70,10-10-2023 11:07:57 UTC
