repetition_no,start_time,provider,kind,size,execution_duration,end_time
1,15-10-2023 12:09:36 UTC,Telegram,image,2,84,15-10-2023 12:13:01 UTC
1,15-10-2023 12:13:01 UTC,Telegram,audio,2,84,15-10-2023 12:16:25 UTC
1,15-10-2023 12:16:25 UTC,Telegram,file,2,87,15-10-2023 12:19:52 UTC
1,15-10-2023 12:19:52 UTC,Telegram,video,2,86,15-10-2023 12:23:19 UTC
1,15-10-2023 12:23:19 UTC,Telegram,text,2,86,15-10-2023 12:26:45 UTC
