device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Galaxy-S9-W,com-facebook-orca,0,3731.0,-363.3141305505271,1.3577846618700002,1.3570757417081367,0.0013555250210840167
