repetition_no,start_time,provider,kind,size,execution_duration,end_time
3,14-10-2023 11:25:26 UTC,Messenger,file,1,92,14-10-2023 11:28:58 UTC
3,14-10-2023 11:28:58 UTC,Messenger,text,1,90,14-10-2023 11:32:29 UTC
3,14-10-2023 11:32:29 UTC,Messenger,image,1,65,14-10-2023 11:35:34 UTC
3,14-10-2023 11:35:34 UTC,Messenger,audio,1,62,14-10-2023 11:38:36 UTC
3,14-10-2023 11:38:36 UTC,Messenger,video,1,57,14-10-2023 11:41:33 UTC
