device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Galaxy-S9-W,com-facebook-orca,0,4085.0,-277.71798761218554,2.0068555155000003,2.0439732720991404,0.00113509297560359
