Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1697225800883,-120,3642
1697225800986,-120,3642
1697225801088,-120,3642
1697225801190,-120,3642
1697225801292,-120,3642
1697225801394,-120,3642
1697225801497,-120,3642
1697225801599,-120,3642
1697225801701,-120,3642
1697225801803,-120,3642
1697225801906,-120,3642
1697225802009,-120,3642
1697225802110,-120,3642
1697225802213,-120,3642
1697225802315,-120,3642
1697225802417,-120,3642
1697225802519,-120,3642
1697225802621,-120,3642
1697225802724,-120,3642
1697225802826,-120,3642
1697225802928,-120,3642
1697225803030,-120,3642
1697225803132,-120,3642
1697225803234,-120,3642
1697225803336,-120,3642
1697225803439,-120,3642
1697225803540,-120,3642
1697225803655,-120,3642
1697225803768,-120,3642
1697225803881,-120,3642
1697225803988,-120,3642
1697225804112,-120,3642
1697225804217,-120,3642
1697225804323,-120,3642
1697225804433,-120,3642
1697225804538,-120,3642
1697225804645,-120,3642
1697225804757,-120,3642
1697225804869,-120,3642
1697225804975,-120,3642
1697225805087,-120,3642
1697225805192,-120,3642
1697225805296,-120,3642
1697225805404,-120,3642
1697225805510,-120,3642
1697225805615,-120,3642
1697225805722,-120,3642
1697225805834,-120,3642
1697225805944,-120,3642
1697225806054,-120,3642
1697225806167,-120,3642
1697225806284,-120,3642
1697225806395,-120,3642
1697225806502,-120,3642
1697225806615,-120,3642
1697225806725,-120,3642
1697225806843,-120,3642
1697225806950,-120,3642
1697225807057,-120,3642
1697225807166,-120,3642
1697225807279,-120,3642
1697225807389,-120,3642
1697225807498,-120,3642
1697225807606,-120,3642
1697225807712,-120,3642
1697225807821,-120,3642
1697225807927,-120,3642
1697225808033,-120,3642
1697225808136,-120,3642
1697225808243,-120,3642
1697225808355,-120,3642
1697225808472,-120,3642
1697225808587,-120,3642
1697225808694,-120,3642
1697225808809,-120,3642
1697225808919,-120,3642
1697225809037,-120,3642
1697225809144,-120,3642
1697225809251,-120,3642
1697225809359,-120,3642
1697225809466,-120,3642
1697225809574,-120,3642
1697225809681,-120,3642
1697225809794,-120,3642
1697225809907,-120,3642
1697225810033,-120,3642
1697225810141,-120,3642
1697225810246,-120,3642
1697225810355,-120,3642
1697225810469,-120,3642
1697225810580,-231,3642
1697225810684,-231,3642
1697225810791,-231,3642
1697225810903,-231,3642
1697225811015,-231,3642
1697225811128,-231,3642
1697225811242,-231,3642
1697225811347,-231,3642
1697225811455,-231,3642
1697225811583,-231,3642
1697225811686,-231,3642
1697225811795,-231,3642
1697225811908,-231,3642
1697225812015,-231,3642
1697225812126,-231,3642
1697225812239,-231,3642
1697225812359,-231,3642
1697225812473,-231,3642
1697225812577,-231,3642
1697225812683,-231,3642
1697225812808,-231,3642
1697225812922,-231,3642
1697225813028,-231,3642
1697225813135,-231,3642
1697225813239,-231,3642
1697225813350,-231,3642
1697225813464,-231,3642
1697225813578,-231,3642
1697225813691,-231,3642
1697225813797,-231,3642
1697225813912,-231,3642
1697225814017,-231,3642
1697225814123,-231,3642
1697225814228,-231,3642
1697225814338,-231,3642
1697225814449,-231,3642
1697225814562,-231,3642
1697225814672,-231,3642
1697225814780,-231,3642
1697225814886,-231,3642
1697225814995,-231,3642
1697225815099,-231,3642
1697225815205,-231,3642
1697225815311,-231,3642
1697225815416,-231,3642
1697225815521,-231,3642
1697225815626,-231,3642
1697225815742,-231,3642
1697225815858,-231,3642
1697225815971,-231,3642
1697225816078,-231,3642
1697225816190,-231,3642
1697225816300,-231,3642
1697225816407,-231,3642
1697225816513,-231,3642
1697225816617,-231,3642
1697225816724,-231,3642
1697225816835,-231,3642
1697225816944,-231,3642
1697225817055,-231,3642
1697225817167,-231,3642
1697225817273,-231,3642
1697225817377,-231,3642
1697225817482,-231,3642
1697225817589,-231,3642
1697225817697,-231,3642
1697225817810,-231,3642
1697225817920,-231,3642
1697225818025,-231,3642
1697225818131,-231,3642
1697225818240,-231,3642
1697225818352,-231,3642
1697225818463,-231,3642
1697225818575,-231,3642
1697225818687,-231,3642
1697225818796,-231,3642
1697225818902,-231,3642
1697225819009,-231,3642
1697225819116,-231,3642
1697225819221,-231,3642
1697225819324,-231,3642
1697225819429,-231,3642
1697225819537,-231,3642
1697225819652,-231,3642
1697225819768,-231,3642
1697225819877,-231,3642
1697225819986,-231,3642
1697225820089,-231,3642
1697225820192,-231,3642
1697225820297,-231,3642
1697225820408,-231,3642
1697225820513,-231,3642
1697225820624,-231,3642
1697225820733,-231,3642
1697225820844,-231,3642
1697225820953,-231,3642
1697225821060,-231,3642
1697225821173,-231,3642
1697225821279,-231,3642
1697225821394,-231,3642
1697225821497,-231,3642
1697225821604,-231,3642
1697225821714,-231,3642
1697225821822,-231,3642
1697225821930,-231,3642
1697225822036,-231,3642
1697225822139,-231,3642
1697225822246,-231,3642
1697225822354,-231,3642
1697225822459,-231,3642
1697225822564,-231,3642
1697225822668,-231,3642
1697225822772,-231,3642
1697225822877,-231,3642
1697225822981,-231,3642
1697225823086,-231,3642
1697225823197,-231,3642
1697225823304,-231,3642
1697225823412,-231,3642
1697225823523,-231,3642
1697225823643,-231,3642
1697225823748,-231,3642
1697225823852,-231,3642
1697225823956,-231,3642
1697225824065,-231,3642
1697225824177,-231,3642
1697225824288,-231,3642
1697225824394,-231,3642
1697225824499,-231,3642
1697225824607,-231,3642
1697225824715,-231,3642
1697225824823,-231,3642
1697225824939,-231,3642
1697225825053,-231,3642
1697225825167,-231,3642
1697225825280,-231,3642
1697225825392,-231,3642
1697225825510,-231,3642
1697225825615,-231,3642
1697225825724,-231,3642
1697225825833,-231,3642
1697225825940,-231,3642
1697225826047,-231,3642
1697225826152,-231,3642
1697225826259,-231,3642
1697225826377,-231,3642
1697225826497,-231,3642
1697225826611,-231,3642
1697225826718,-231,3642
1697225826825,-231,3642
1697225826933,-231,3642
1697225827038,-231,3642
1697225827144,-231,3642
1697225827256,-231,3642
1697225827364,-231,3642
1697225827477,-231,3642
1697225827590,-231,3642
1697225827702,-231,3642
1697225827810,-231,3642
1697225827918,-231,3642
1697225828023,-231,3642
1697225828165,-231,3642
1697225828277,-231,3642
1697225828400,-231,3642
1697225828508,-231,3642
1697225828613,-231,3642
1697225828721,-231,3642
1697225828830,-231,3642
1697225828943,-231,3642
1697225829060,-231,3642
1697225829165,-231,3642
1697225829272,-231,3642
1697225829390,-231,3642
1697225829511,-231,3642
1697225829623,-231,3642
1697225829729,-231,3642
1697225829834,-231,3642
1697225829938,-231,3642
1697225830042,-231,3642
1697225830152,-231,3642
1697225830264,-231,3642
1697225830376,-231,3642
1697225830512,-231,3642
1697225830617,-231,3642
1697225830730,-231,3642
1697225830847,-231,3642
1697225830957,-231,3642
1697225831065,-231,3642
1697225831169,-231,3642
1697225831276,-231,3642
1697225831388,-231,3642
1697225831498,-231,3642
1697225831607,-231,3642
1697225831711,-231,3642
1697225831818,-231,3642
1697225831925,-231,3642
1697225832039,-231,3642
1697225832145,-231,3642
1697225832251,-231,3642
1697225832358,-231,3642
1697225832469,-231,3642
1697225832583,-231,3642
1697225832700,-231,3642
1697225832812,-231,3642
1697225832927,-231,3642
1697225833030,-231,3642
1697225833136,-231,3642
1697225833240,-231,3642
1697225833352,-231,3642
1697225833459,-231,3642
1697225833562,-231,3642
1697225833667,-231,3642
1697225833772,-231,3642
1697225833877,-231,3642
1697225834000,-231,3642
1697225834112,-231,3642
1697225834220,-231,3642
1697225834329,-231,3642
1697225834440,-231,3642
1697225834548,-231,3642
1697225834653,-231,3642
1697225834759,-231,3642
1697225834862,-231,3642
1697225834969,-231,3642
1697225835079,-231,3642
1697225835189,-231,3642
1697225835299,-231,3642
1697225835411,-231,3642
1697225835563,-231,3642
1697225835672,-231,3642
1697225835784,-231,3642
1697225835919,-231,3642
1697225836024,-231,3642
1697225836128,-231,3642
1697225836237,-231,3642
1697225836347,-231,3642
1697225836455,-231,3642
1697225836562,-231,3642
1697225836668,-231,3642
1697225836776,-231,3642
1697225836884,-231,3642
1697225836990,-231,3642
1697225837095,-231,3642
1697225837199,-231,3642
1697225837306,-231,3642
1697225837418,-231,3642
1697225837540,-231,3642
1697225837652,-231,3642
1697225837756,-231,3642
1697225837866,-231,3642
1697225837995,-231,3642
1697225838101,-231,3642
1697225838208,-231,3642
1697225838313,-231,3642
1697225838419,-231,3642
1697225838528,-231,3642
1697225838638,-231,3642
1697225838746,-231,3642
1697225838851,-231,3642
1697225838961,-231,3642
1697225839066,-231,3642
1697225839175,-231,3642
1697225839285,-231,3642
1697225839392,-231,3642
1697225839500,-231,3642
1697225839605,-231,3642
1697225839713,-231,3642
1697225839824,-231,3642
1697225839936,-231,3642
1697225840041,-231,3642
1697225840148,-231,3642
1697225840258,-231,3642
1697225840363,-231,3642
1697225840472,-231,3642
1697225840576,-231,3642
1697225840681,-231,3642
1697225840789,-532,3642
1697225840895,-532,3642
1697225841000,-532,3642
1697225841112,-532,3642
1697225841216,-532,3642
1697225841321,-532,3642
1697225841427,-532,3642
1697225841532,-532,3642
1697225841643,-532,3642
1697225841747,-532,3642
1697225841855,-532,3642
1697225841965,-532,3642
1697225842070,-532,3642
1697225842179,-532,3642
1697225842289,-532,3642
1697225842401,-532,3642
1697225842514,-532,3642
1697225842627,-532,3642
1697225842735,-532,3642
1697225842845,-532,3642
1697225842955,-532,3642
1697225843059,-532,3642
1697225843164,-532,3642
1697225843272,-532,3642
1697225843382,-532,3642
1697225843495,-532,3642
1697225843606,-532,3642
1697225843717,-532,3642
1697225843830,-532,3642
1697225843937,-532,3642
