device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Nokia-6-W,com-facebook-orca,0,4056.0,-306505.6418638439,1244.4134581068838,1245.2978147277638,1.243186883399751
