device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Nokia-6-W,com-facebook-orca,0,4128.0,-247702.0381714549,1843.2984409238404,1843.4894925545234,1.022514013571766
